temp,hum,next_temp,next_hum,trang_thai_suc_khoe,khan_cap
38.1,87.9,39.3,80.4,Nguy hiem,Khong
30.9,87.9,31.4,87.7,Can trong,Khong
29.4,56.7,23.7,77.7,Can trong,CO (Soc moi truong)
25.5,80.2,26.1,72.3,An toan,Khong
38.1,63.6,38,68.1,Nguy hiem,Khong
21.1,85.2,20.6,84.2,An toan,Khong
40.5,55.8,39.1,51,Canh bao cao,Khong
39.4,61.6,38.5,51.8,Nguy hiem,Khong
32,68.5,32.1,58.8,Nguy hiem,Khong
20.4,43.4,19.3,36.5,An toan,Khong
36.2,52.1,37.4,43.3,Canh bao cao,Khong
40.4,59.5,41.2,58.2,Canh bao cao,Khong
40.3,78.6,41.8,86.5,Nguy hiem,Khong
37.7,80.7,36.9,73.7,Nguy hiem,Khong
34.1,89.4,34.9,82.4,Nguy hiem,Khong
33,86.5,33.3,78.5,Nguy hiem,Khong
38.1,76.3,37.4,84.2,Nguy hiem,Khong
32.3,69.4,31.9,65.4,Nguy hiem,Khong
23.1,92.7,22.8,100,An toan,Khong
26.6,80.9,19.8,100,An toan,CO (Soc moi truong)
31,31.2,23.2,27.3,Can trong,CO (Soc moi truong)
25.7,52.1,26.2,55.1,An toan,Khong
28.5,72.8,27.5,69.6,Can trong,Khong
24.5,46.6,23.9,37.5,An toan,Khong
37,75.3,38.8,76.5,Nguy hiem,Khong
38.9,60.6,41.2,84.1,Nguy hiem,CO (Soc moi truong)
29.4,89.9,28.4,90.8,Can trong,Khong
25.2,80.6,25.7,81.7,An toan,Khong
21.5,41.7,21,45.1,An toan,Khong
22.4,55.8,23.3,57.7,An toan,Khong
24.4,67.4,26.1,66.7,An toan,Khong
34.7,47.1,34.2,42,Canh bao cao,Khong
24.9,32,25.5,34.9,An toan,Khong
26.5,89,25.3,94.6,An toan,Khong
27.3,35.1,28.8,35.2,Can trong,Khong
31.5,54.9,32,51,Can trong,Khong
26.8,73.1,28.5,66.4,An toan,Khong
30.7,34.6,31.4,27.2,Can trong,Khong
25.7,47.6,24,42.3,An toan,Khong
37.7,64.9,39.3,66.5,Nguy hiem,Khong
24.1,77.3,28.9,72.2,An toan,Khong
29.6,35.9,28.2,32.4,Can trong,Khong
36,33,37.2,28.5,Canh bao cao,Khong
40.1,44.2,41.2,52.4,Canh bao cao,Khong
23.7,48.3,22.7,39.7,An toan,Khong
39,39.4,39.6,45.8,Canh bao cao,Khong
23,51.9,21.6,51.9,An toan,Khong
23.8,34.9,24.5,41.9,An toan,Khong
31.2,58.7,31.9,63.2,Can trong,Khong
24.5,77.9,25.5,80.1,An toan,Khong
39.7,51.4,40.9,43.2,Canh bao cao,Khong
38.8,59.5,40.7,62,Canh bao cao,Khong
20.5,72.1,20.5,75.3,An toan,Khong
31.2,69.3,33.1,63.1,Can trong,Khong
22.7,50.6,22.3,48.4,An toan,Khong
33.7,73.4,34.8,81,Nguy hiem,Khong
33.6,43.2,32.8,35.2,Canh bao cao,Khong
35,75.7,36.1,72.3,Nguy hiem,Khong
40.6,36,42.2,30.5,Canh bao cao,Khong
38,83.6,37.8,92.7,Nguy hiem,Khong
20.2,45.6,24.6,71.2,An toan,CO (Soc moi truong)
33.6,49.4,35.1,57.3,Canh bao cao,Khong
35.3,48.5,34,50.3,Canh bao cao,Khong
29.5,59.7,30.3,54,Can trong,Khong
28.9,81.1,29.2,89,Can trong,Khong
31.9,76,33.7,71.3,Can trong,Khong
26.9,66.1,28.1,62.6,An toan,Khong
25.6,78.6,30.3,63.6,An toan,Khong
30.1,34.2,28.8,31.4,Can trong,Khong
20.9,76.5,21.9,77.8,An toan,Khong
23.2,33.2,23.6,38.6,An toan,Khong
21.2,71.5,22,70.6,An toan,Khong
25,75.2,23.6,77.8,An toan,Khong
22.1,41.9,23,39.7,An toan,Khong
31,30.9,29.7,39,Can trong,Khong
23.9,68.2,23.4,73.9,An toan,Khong
30.3,92.5,30.8,98.9,Can trong,Khong
34.4,88.9,33,82,Nguy hiem,Khong
26,94.3,24.8,86.5,An toan,Khong
31.9,47.9,25.1,29.7,Can trong,CO (Soc moi truong)
20.5,80.4,19.4,79.2,An toan,Khong
41.4,45.4,42.8,48.3,Cuc ky nguy hiem,Khong
37,61.2,36.7,69.7,Nguy hiem,Khong
28,31.6,28.6,33.1,Can trong,Khong
32.9,64.5,31.1,65.1,Nguy hiem,Khong
27.7,62.9,26.6,54.5,Can trong,Khong
25.4,63,18.2,91.5,An toan,CO (Soc moi truong)
32.1,45,32.3,48,Canh bao cao,Khong
33.2,59.8,32.2,62,Canh bao cao,Khong
29.1,79.8,28.6,74.6,Can trong,Khong
22.8,92.2,15.7,93.4,An toan,CO (Soc moi truong)
24.2,66.7,25.5,71.7,An toan,Khong
34,74.5,34.2,68.7,Nguy hiem,Khong
33.9,88.9,32.8,95.5,Nguy hiem,Khong
32.6,37.7,32,41.2,Canh bao cao,Khong
41.7,46,39.8,52.2,Cuc ky nguy hiem,Khong
41.4,70,39.7,66,Cuc ky nguy hiem,Khong
24.2,73,25.2,77.3,An toan,Khong
26.5,51.6,27.7,58.5,An toan,Khong
22.2,40.8,21.7,42.2,An toan,Khong
34.5,83.2,35.1,80.2,Nguy hiem,Khong
39.4,64.7,40.6,60.4,Nguy hiem,Khong
24.4,39.7,26.2,37.5,An toan,Khong
26,38.3,25,34.4,An toan,Khong
39.7,33.5,38.4,30.6,Canh bao cao,Khong
24.1,41.3,24.6,40.9,An toan,Khong
40.3,88.2,39.5,79.3,Nguy hiem,Khong
34.5,94.9,36.1,86.6,Nguy hiem,Khong
41.2,70,42.8,71.2,Cuc ky nguy hiem,Khong
24.3,46.8,22.4,50.2,An toan,Khong
36,34.8,35,29,Canh bao cao,Khong
25.5,33.8,25.9,41,An toan,Khong
30.6,70.8,31.1,65.1,Can trong,Khong
31.7,54,31.7,46.4,Can trong,Khong
38.6,61.4,37.9,59.3,Nguy hiem,Khong
26.6,50.3,34.1,44,An toan,CO (Soc moi truong)
27.4,60.6,27.1,52.4,Can trong,Khong
39.7,90.8,41.6,82.1,Nguy hiem,Khong
36.8,60.7,38.2,56.2,Nguy hiem,Khong
35.3,33.2,33.8,30.3,Canh bao cao,Khong
41.2,93.3,42.7,84,Cuc ky nguy hiem,Khong
29.7,78.1,30.7,72.2,Can trong,Khong
31.1,46.1,35.7,41.7,Can trong,Khong
33.7,59.2,33,60.1,Canh bao cao,Khong
27.8,65.3,27.6,64.4,Can trong,Khong
33.6,33.8,34.7,35.8,Canh bao cao,Khong
28.9,69.6,30,61.5,Can trong,Khong
30.2,62.1,30.6,63.5,Can trong,Khong
32.1,87.2,30.1,93.7,Nguy hiem,Khong
33.5,89.8,32.1,100,Nguy hiem,Khong
30.5,33.6,25.7,26.2,Can trong,Khong
27.8,93.2,29.3,84,Can trong,Khong
38,58.1,37.7,52,Canh bao cao,Khong
21.7,65.9,22.3,61.1,An toan,Khong
37.9,71.7,37.1,80.1,Nguy hiem,Khong
25.6,86.6,26.8,86,An toan,Khong
30.1,47.4,29.9,53.4,Can trong,Khong
26.5,64.7,27.1,67.2,An toan,Khong
23.1,62.8,24.9,64.8,An toan,Khong
41.1,89.5,43.1,79.6,Cuc ky nguy hiem,Khong
27.2,60.9,28.1,65.6,Can trong,Khong
29.1,73.9,27.4,69.9,Can trong,Khong
41.2,59.6,41.3,55.6,Cuc ky nguy hiem,Khong
20.2,66,21.7,60.1,An toan,Khong
20.7,82.6,21.6,88.6,An toan,Khong
40.9,41.3,41.2,44.7,Canh bao cao,Khong
29.9,66.6,28.1,60.6,Can trong,Khong
37.8,40.6,35.9,49.4,Canh bao cao,Khong
41.1,73.9,42.9,72.3,Cuc ky nguy hiem,Khong
23.9,33.9,22.6,30,An toan,Khong
30.1,37.3,29.8,42.3,Can trong,Khong
40.6,79,41.2,82.3,Nguy hiem,Khong
41.7,40.8,41.6,48.2,Cuc ky nguy hiem,Khong
32.5,61.7,30.7,65.7,Nguy hiem,Khong
38.8,85.4,39.2,89.8,Nguy hiem,Khong
20.8,92.3,21.8,84.6,An toan,Khong
22.3,46.5,24,48.8,An toan,Khong
41.1,86.5,39.4,93.6,Cuc ky nguy hiem,Khong
32,91.5,32.4,91.5,Can trong,Khong
23.4,68.2,22.9,72.1,An toan,Khong
37.6,85.1,36.5,94.4,Nguy hiem,Khong
32.8,56.9,34.1,49.8,Canh bao cao,Khong
27.6,64.2,28.4,54.6,Can trong,Khong
41.8,64.2,40,66.2,Cuc ky nguy hiem,Khong
28.6,83.4,27.4,92.9,Can trong,Khong
33.5,35.5,33.7,42.3,Canh bao cao,Khong
23.7,46.6,24.3,45.7,An toan,Khong
40.8,47.3,40.8,56,Canh bao cao,Khong
24.6,75.9,26,80.3,An toan,Khong
29.3,63.6,29.5,68.9,Can trong,Khong
32.8,82.2,32.1,76.6,Nguy hiem,Khong
27.1,84.1,27.8,92,Can trong,Khong
36.8,42,36.1,48.2,Canh bao cao,Khong
22.9,89.5,23.3,87,An toan,Khong
25,72,23.6,65.9,An toan,Khong
34.9,57,34.2,52.1,Canh bao cao,Khong
38.5,32.9,39,29,Canh bao cao,Khong
35.4,60.7,33.4,67.7,Nguy hiem,Khong
24.6,36.6,24.8,43.2,An toan,Khong
34.7,59.8,33.7,54.1,Canh bao cao,Khong
34.6,79.7,35.5,82.1,Nguy hiem,Khong
22.7,51.7,22.5,48.8,An toan,Khong
39.7,93.9,38.8,86.6,Nguy hiem,Khong
26.6,63.2,25.1,70.8,An toan,Khong
41.5,53.3,41.1,45.9,Cuc ky nguy hiem,Khong
41.7,72.3,42.3,65,Cuc ky nguy hiem,Khong
25.5,82.9,25,92.1,An toan,Khong
20.3,69.3,19,67,An toan,Khong
27.7,72.8,26,76.4,Can trong,Khong
40.5,77.7,36.2,85.3,Nguy hiem,Khong
22.8,93.3,24.7,99.9,An toan,Khong
30.9,59.3,29.8,50,Can trong,Khong
29.1,75.2,30.4,79.9,Can trong,Khong
25.9,85.6,27.8,80,An toan,Khong
34.5,75.7,34.2,78.6,Nguy hiem,Khong
33.8,44.7,35.5,41.3,Canh bao cao,Khong
27.7,49.8,24.9,68.7,Can trong,Khong
28.2,76.8,25.9,94.4,Can trong,Khong
24.7,54.3,22.7,51.9,An toan,Khong
30.1,45.9,28.8,42.6,Can trong,Khong
30.3,72.1,29.8,69.9,Can trong,Khong
41.5,40.1,35,54.9,Cuc ky nguy hiem,CO (Soc moi truong)
41,89.5,39.2,86.5,Nguy hiem,Khong
34.5,48.2,33.1,43.3,Canh bao cao,Khong
20.2,81.1,20.7,77.1,An toan,Khong
22.1,30.9,21.9,33.7,An toan,Khong
31.9,83.5,30.8,92.5,Can trong,Khong
26.2,84,24.6,88,An toan,Khong
22.8,92.5,21.6,100,An toan,Khong
34.6,86.4,35.5,78.5,Nguy hiem,Khong
20.6,71.1,19,72.2,An toan,Khong
27.3,36.9,26.6,35,Can trong,Khong
24.2,79.4,23.9,86,An toan,Khong
32.7,61.7,34,55.5,Nguy hiem,Khong
29.3,49.3,30.4,48.3,Can trong,Khong
41.3,30.9,40.5,40.4,Cuc ky nguy hiem,Khong
26.2,80.8,25.2,78,An toan,Khong
26.9,72.6,32.1,90.2,An toan,CO (Soc moi truong)
20.9,51.8,20.6,51.3,An toan,Khong
37.3,90.5,35.5,89.3,Nguy hiem,Khong
22.1,30.5,22.5,33.7,An toan,Khong
36.1,51.6,37.3,48.8,Canh bao cao,Khong
21.5,42.5,23.1,38.6,An toan,Khong
22,64.9,22.7,56.9,An toan,Khong
22.5,62.7,20.7,66.6,An toan,Khong
25.9,78.1,26.7,76.6,An toan,Khong
30.2,75.5,31.9,83.8,Can trong,Khong
31.7,62.3,33.2,62,Can trong,Khong
24.5,69.4,26,76.8,An toan,Khong
23.2,51.8,22.9,47.5,An toan,Khong
35.1,32.4,33.9,29.6,Canh bao cao,Khong
21.2,47.4,21.1,56.7,An toan,Khong
33,47.8,31.7,50.4,Canh bao cao,Khong
36.9,47.1,35.5,43.6,Canh bao cao,Khong
25.5,37.9,23.8,32.4,An toan,Khong
31.6,83.1,29.7,88.1,Can trong,Khong
27.2,77.6,25.9,82.3,Can trong,Khong
40.8,48.8,42.7,43.7,Canh bao cao,Khong
35.8,82.8,36.4,91.7,Nguy hiem,Khong
41.8,63.9,40.8,71.1,Cuc ky nguy hiem,Khong
22.6,36.2,20.7,37.5,An toan,Khong
22.9,78.6,23.6,84.3,An toan,Khong
22,85.3,21.8,83.7,An toan,Khong
39.7,33.3,38.7,39.7,Canh bao cao,Khong
38,35.8,37.7,30.2,Canh bao cao,Khong
26.3,65,33.8,45.5,An toan,CO (Soc moi truong)
23.5,89.9,22.7,80.1,An toan,Khong
26.2,62,27.3,63.4,An toan,Khong
25.8,67.1,26.7,69.8,An toan,Khong
32.4,75.7,34,83.6,Nguy hiem,Khong
38.7,80.1,38.7,78,Nguy hiem,Khong
25.5,63.3,23.5,63.7,An toan,Khong
39.2,92.1,41,94.5,Nguy hiem,Khong
30,70.6,31.8,78.6,Can trong,Khong
21.4,79.5,20.5,77.8,An toan,Khong
35.2,84,28.9,57,Nguy hiem,CO (Soc moi truong)
34.4,46.9,33.6,55.5,Canh bao cao,Khong
32.5,52.4,30.7,43.9,Canh bao cao,Khong
22,81.2,20.5,76.6,An toan,Khong
34,81.7,34.1,81.1,Nguy hiem,Khong
41.8,85.9,41.9,82.4,Cuc ky nguy hiem,Khong
34,35.3,34.5,43.3,Canh bao cao,Khong
22.3,91.2,20.4,87.8,An toan,Khong
23.3,51.3,24.7,57.1,An toan,Khong
41.4,73.8,41.5,79.4,Cuc ky nguy hiem,Khong
20.3,58.4,20.6,51.7,An toan,Khong
36.3,85.4,37.8,92.5,Nguy hiem,Khong
23.4,32,21.5,26.1,An toan,Khong
31.3,87.5,30.4,91,Can trong,Khong
25.1,52.3,23.5,57,An toan,Khong
27.5,36.6,27,42.7,Can trong,Khong
23.2,77.8,23.1,82.7,An toan,Khong
22,87.6,22,82.1,An toan,Khong
37.5,48,39.1,41,Canh bao cao,Khong
39.1,69.2,40.1,64.4,Nguy hiem,Khong
22.8,47.1,21.9,56.1,An toan,Khong
27.5,68.3,28.6,77.9,Can trong,Khong
39.7,80.5,37.8,72.5,Nguy hiem,Khong
20.5,54.8,28.4,48.2,An toan,CO (Soc moi truong)
36.3,75.6,37.5,84.8,Nguy hiem,Khong
27.3,79.9,28.3,81.3,Can trong,Khong
23.3,81,22.6,81.9,An toan,Khong
33.1,71.2,33.7,73.6,Nguy hiem,Khong
40.9,91.9,38.9,82.4,Nguy hiem,Khong
36.3,66.7,30.6,74.8,Nguy hiem,CO (Soc moi truong)
22.4,85.1,21.6,85.5,An toan,Khong
33,62.1,34.9,70.9,Nguy hiem,Khong
24.6,85.1,25.2,89.4,An toan,Khong
38,85.7,36.4,76.9,Nguy hiem,Khong
32.4,77,30.6,74.7,Nguy hiem,Khong
23.2,55.6,22.6,64.2,An toan,Khong
31.8,69.7,32.6,76.5,Can trong,Khong
26.1,69.2,26.6,67.1,An toan,Khong
29.7,55.7,28.4,62.9,Can trong,Khong
37,58.6,35.4,59.1,Canh bao cao,Khong
27.1,91.6,27.1,89.8,Can trong,Khong
20.5,84.8,22,89.2,An toan,Khong
27.5,33.5,26.4,39.9,Can trong,Khong
41.6,75.7,40.4,66.2,Cuc ky nguy hiem,Khong
29.2,65.5,28.2,67.1,Can trong,Khong
39.8,62.9,40.7,67.4,Nguy hiem,Khong
29.1,33.6,24.3,8.1,Can trong,CO (Soc moi truong)
37.2,84.1,35.7,83.2,Nguy hiem,Khong
25.2,46.5,24.3,56.5,An toan,Khong
27.6,74.1,26.4,70,Can trong,Khong
36.8,56.3,36.2,53.6,Canh bao cao,Khong
22.4,88.2,22.5,91.9,An toan,Khong
29.6,78.6,31.2,77.2,Can trong,Khong
22.4,62.6,20.7,59.5,An toan,Khong
41.2,80.9,44.6,59.8,Cuc ky nguy hiem,CO (Soc moi truong)
35.4,85.8,28.3,83.3,Nguy hiem,CO (Soc moi truong)
42,90.7,42,82.1,Cuc ky nguy hiem,Khong
40.1,50.9,39.4,47,Canh bao cao,Khong
40,73.2,39.7,78.5,Nguy hiem,Khong
30.4,68.7,30.2,75.2,Can trong,Khong
22,87.9,21.1,87.8,An toan,Khong
26.5,49.7,33.2,68.9,An toan,CO (Soc moi truong)
33.1,64.2,31.5,71.5,Nguy hiem,Khong
40.2,85.9,40.7,94.9,Nguy hiem,Khong
35.7,71.3,34.8,72.6,Nguy hiem,Khong
29.5,36.3,28,30.9,Can trong,Khong
21.4,76.6,22.2,76,An toan,Khong
31.3,36.6,30.8,44.6,Can trong,Khong
30.2,60,33.1,49,Can trong,Khong
23.9,80.8,22.5,77.2,An toan,Khong
21.8,94.7,22.6,100,An toan,Khong
36.8,65.2,35,64.1,Nguy hiem,Khong
26.7,41.9,26.4,33.9,An toan,Khong
24.2,74.4,25.8,81.5,An toan,Khong
37,47.7,35.5,53.2,Canh bao cao,Khong
37.6,57.2,37.1,53.6,Canh bao cao,Khong
38.5,30.8,37.1,21.1,Canh bao cao,Khong
27.5,47.3,25.9,47.7,Can trong,Khong
38.7,68.2,37.8,70.9,Nguy hiem,Khong
24.2,82.1,25.5,57.8,An toan,CO (Soc moi truong)
39.8,55.5,37.9,64,Canh bao cao,Khong
24.7,77.4,26.5,80.9,An toan,Khong
31.8,85.7,30.3,85.9,Can trong,Khong
38.4,87.9,39.5,79.5,Nguy hiem,Khong
39.8,65.1,41.7,56.2,Nguy hiem,Khong
41.6,60.6,42.4,62.4,Cuc ky nguy hiem,Khong
41.2,56.9,40,65.1,Cuc ky nguy hiem,Khong
34.5,42.3,34.4,39.5,Canh bao cao,Khong
39,30.4,40.1,30.6,Canh bao cao,Khong
30.5,35.7,31.1,35.8,Can trong,Khong
21.5,88.1,22.4,87.7,An toan,Khong
41,61.1,42.2,60.7,Cuc ky nguy hiem,Khong
31.7,94.7,31.2,97.6,Can trong,Khong
34.6,32.9,35.2,29.3,Canh bao cao,Khong
36.1,60,34.3,50.4,Nguy hiem,Khong
21.8,94,23.6,99.6,An toan,Khong
29.5,80.1,29.9,85,Can trong,Khong
27.3,74.6,26.3,67,Can trong,Khong
26,91.3,24.4,88.5,An toan,Khong
28.1,72.3,27.5,81.4,Can trong,Khong
27.2,88.5,28.6,93.9,Can trong,Khong
26.8,78.5,28.1,76.1,An toan,Khong
41.2,87.1,33.8,77.1,Cuc ky nguy hiem,CO (Soc moi truong)
40.7,89.3,40.3,96.8,Nguy hiem,Khong
41.7,70.3,41.2,75.9,Cuc ky nguy hiem,Khong
41.2,30.2,40.5,22.5,Cuc ky nguy hiem,Khong
36.7,32.1,35.1,30,Canh bao cao,Khong
27.1,88.7,33.8,63.5,Can trong,CO (Soc moi truong)
33.7,37.5,32.8,43.3,Canh bao cao,Khong
25.2,46,25.6,50.2,An toan,Khong
37.8,55,39.1,48.7,Canh bao cao,Khong
31,60.2,30.4,54.4,Can trong,Khong
40.9,94.4,42,94.2,Nguy hiem,Khong
21.2,42.7,21.9,49.1,An toan,Khong
20.6,39.4,18.3,43.6,An toan,Khong
28.1,88.8,29.3,91.4,Can trong,Khong
25.2,76,25.7,81.6,An toan,Khong
27.8,66.1,28.4,75.9,Can trong,Khong
25.6,82.5,24.7,80.3,An toan,Khong
23.3,86.3,22.3,86.9,An toan,Khong
26.7,47.8,25.8,48.1,An toan,Khong
31.5,83.8,29.8,81.4,Can trong,Khong
26,82.2,26.5,82.6,An toan,Khong
37.6,47.3,35.6,53.7,Canh bao cao,Khong
37.5,92.6,35.6,89.6,Nguy hiem,Khong
31,34.5,30.3,30.7,Can trong,Khong
25.4,78,25,77,An toan,Khong
39.8,72.4,39.8,63.4,Nguy hiem,Khong
36.2,53.8,35,44.4,Canh bao cao,Khong
28.8,45.2,28.9,54.1,Can trong,Khong
37.9,82.2,37.2,92,Nguy hiem,Khong
23.6,90.8,24.8,94.3,An toan,Khong
34.9,63.1,36.8,57.5,Nguy hiem,Khong
38.6,46.3,40.1,54.2,Canh bao cao,Khong
29.3,51.1,28.8,47.7,Can trong,Khong
40.8,86.7,40.7,94.5,Nguy hiem,Khong
28.9,54.4,36.5,26.3,Can trong,CO (Soc moi truong)
38.7,63.5,37,73,Nguy hiem,Khong
22.9,33.6,18.6,62,An toan,CO (Soc moi truong)
40.5,44,47.8,41,Canh bao cao,CO (Soc moi truong)
33.2,67,33.8,64.1,Nguy hiem,Khong
31,90.2,29.2,100,Can trong,Khong
30.3,41.2,31.7,49.2,Can trong,Khong
29.2,90.6,31,91.8,Can trong,Khong
27.3,57.8,27.2,53.9,Can trong,Khong
25.9,39.4,25.7,43.4,An toan,Khong
32.2,66.4,30.6,64.7,Nguy hiem,Khong
26.4,56.7,26.1,52.4,An toan,Khong
38.5,52.6,37.2,56.6,Canh bao cao,Khong
23.7,43.8,23.7,51.4,An toan,Khong
22.6,55,21.4,64.7,An toan,Khong
24.7,32.7,23.4,36,An toan,Khong
29.7,70.1,29.6,60.2,Can trong,Khong
32.6,43.4,31.1,46.7,Canh bao cao,Khong
32.4,62.6,33.1,65.1,Nguy hiem,Khong
20.8,36.2,22.4,43.9,An toan,Khong
21.1,64.3,20.4,66.5,An toan,Khong
41.8,34.3,42.4,44.2,Cuc ky nguy hiem,Khong
36.7,77.1,38.5,67.8,Nguy hiem,Khong
41.6,49.5,42.3,52.9,Cuc ky nguy hiem,Khong
23.7,33.9,22.9,41.5,An toan,Khong
32.2,47.1,30.5,46,Canh bao cao,Khong
35.4,61.1,35.7,55.1,Nguy hiem,Khong
33.8,30.6,34.8,28.4,Canh bao cao,Khong
36,88.5,34.3,95.8,Nguy hiem,Khong
30.7,60.1,29.9,53.9,Can trong,Khong
34.9,88.2,34,86.6,Nguy hiem,Khong
24.6,56.1,25,62.7,An toan,Khong
36.8,36.4,36.8,28.1,Canh bao cao,Khong
28.6,84.7,27.6,83.5,Can trong,Khong
23.1,84.7,23.2,88.7,An toan,Khong
27,67.3,28.6,64.1,Can trong,Khong
26.1,37.9,25.8,33.9,An toan,Khong
32.9,42.9,31,34.6,Canh bao cao,Khong
40,92,41.7,89.5,Nguy hiem,Khong
29.8,93.1,30.7,86.9,Can trong,Khong
23.8,69.6,24.6,72.6,An toan,Khong
26.2,65.5,26.9,85,An toan,Khong
38.7,41.3,38.9,48.4,Canh bao cao,Khong
30.6,32.7,31.7,38.3,Can trong,Khong
36.4,68.3,35.7,60.1,Nguy hiem,Khong
39.2,50.1,39.7,52.3,Canh bao cao,Khong
36.2,85,37.5,85.4,Nguy hiem,Khong
34.6,63.8,36.6,69,Nguy hiem,Khong
32.1,59.3,32.4,60.1,Canh bao cao,Khong
24.1,81.9,23.8,84.4,An toan,Khong
28.7,87.5,28.3,86.2,Can trong,Khong
41.9,47.1,42.1,46.4,Cuc ky nguy hiem,Khong
22.8,59.2,23.5,61.6,An toan,Khong
38.9,38.1,40.7,40.6,Canh bao cao,Khong
37.9,34.1,39.8,25.6,Canh bao cao,Khong
35.7,31.5,37,38.1,Canh bao cao,Khong
29.2,31.6,31.1,29.5,Can trong,Khong
36,42.7,34.9,50.6,Canh bao cao,Khong
28.2,90.6,30,95.2,Can trong,Khong
37,35.2,37.3,29.9,Canh bao cao,Khong
27.6,76.8,27.4,67.6,Can trong,Khong
29.8,91.8,31,94.6,Can trong,Khong
39.2,58,40.5,60.7,Canh bao cao,Khong
40.5,38.5,48.4,28.9,Canh bao cao,CO (Soc moi truong)
29.3,92.9,27.7,99.7,Can trong,Khong
23.6,63,21.9,53.6,An toan,Khong
29.8,74,31.8,77.4,Can trong,Khong
29.6,52.7,29.9,51.7,Can trong,Khong
37.9,65.7,36.5,63.5,Nguy hiem,Khong
30.7,53.3,31.1,58.1,Can trong,Khong
22.6,31.2,21.1,33,An toan,Khong
38.9,30.3,37,28.8,Canh bao cao,Khong
36.2,93.2,37.9,92.3,Nguy hiem,Khong
32,48.2,31.4,42.9,Canh bao cao,Khong
20.9,84.7,22.4,86.3,An toan,Khong
22.1,67.8,21.8,70.5,An toan,Khong
34.3,68.6,26.4,60.1,Nguy hiem,CO (Soc moi truong)
30.3,37.6,32.1,39.1,Can trong,Khong
24.5,41.3,24.1,35.4,An toan,Khong
22,79.6,21.6,71.4,An toan,Khong
21.6,77,21.9,73.7,An toan,Khong
41.1,35.4,42.3,26.5,Cuc ky nguy hiem,Khong
33.8,70.6,33.2,70.6,Nguy hiem,Khong
25.9,44,26,37.3,An toan,Khong
31.3,63.9,31.9,67.9,Can trong,Khong
27.8,78.6,26.7,77.6,Can trong,Khong
38.5,74.4,38.2,69.6,Nguy hiem,Khong
25.6,67.2,24.7,77,An toan,Khong
27.4,92.7,25.4,89.2,Can trong,Khong
39.7,53.7,39.7,45.6,Canh bao cao,Khong
34.5,89.2,35.2,83.8,Nguy hiem,Khong
39.7,63.3,37.8,55.6,Nguy hiem,Khong
21.3,71.8,22.1,66.6,An toan,Khong
30.8,74.8,31,77.8,Can trong,Khong
20.9,33.6,21.6,31.2,An toan,Khong
22.1,53,23.1,49.4,An toan,Khong
39.6,75.3,40.3,82.1,Nguy hiem,Khong
37,91.5,44.4,100,Nguy hiem,CO (Soc moi truong)
22.4,70.5,23.5,78.3,An toan,Khong
31.5,34.5,28.2,20.3,Can trong,Khong
20.4,72.9,21.6,74.6,An toan,Khong
35.5,37,36.3,42.1,Canh bao cao,Khong
41.7,90.8,40.1,99.8,Cuc ky nguy hiem,Khong
35.6,37.2,33.8,44.8,Canh bao cao,Khong
29.9,61.6,27.8,49.9,Can trong,Khong
32.2,38.5,31.9,38.6,Canh bao cao,Khong
34.7,42.9,33.8,36.6,Canh bao cao,Khong
32.5,93.3,31.9,86.3,Nguy hiem,Khong
39.9,65.8,39.7,57.6,Nguy hiem,Khong
30.4,50.7,28.7,44.3,Can trong,Khong
31.1,71.2,32.8,74.4,Can trong,Khong
39.3,87.8,41.1,82,Nguy hiem,Khong
33.1,89,32.3,84.4,Nguy hiem,Khong
31.1,59.1,30.1,54.8,Can trong,Khong
31.6,41.6,30.1,37.2,Can trong,Khong
36.3,66.6,37.5,63.4,Nguy hiem,Khong
27.6,67,26.4,64,Can trong,Khong
25.6,84.5,24.1,90.3,An toan,Khong
24.2,81.7,24.6,85.4,An toan,Khong
32.3,53.2,30.8,61.2,Canh bao cao,Khong
40.4,37.4,38.6,29.4,Canh bao cao,Khong
21.4,30.4,21.3,28.2,An toan,Khong
37.6,90.9,35.6,86.2,Nguy hiem,Khong
32.7,83.7,31.8,88.2,Nguy hiem,Khong
21,54.5,21.6,47,An toan,Khong
40,33.9,40.2,37.1,Canh bao cao,Khong
23.1,41.3,24.6,41.2,An toan,Khong
30.5,31,32.1,40.5,Can trong,Khong
38.5,64.2,40,60,Nguy hiem,Khong
38.9,62.3,38.7,60.2,Nguy hiem,Khong
33.1,64.4,39.9,50,Nguy hiem,CO (Soc moi truong)
22.3,57.3,23,48,An toan,Khong
28,49.2,29.1,54.9,Can trong,Khong
26.6,66.1,27.4,74.9,An toan,Khong
27.1,65.9,28.7,61.1,Can trong,Khong
38.4,31.7,40.1,30.5,Canh bao cao,Khong
39.7,72.2,37.9,71.2,Nguy hiem,Khong
38.2,81.3,38,85.8,Nguy hiem,Khong
34.9,72.8,27,54.7,Nguy hiem,CO (Soc moi truong)
33.4,50.6,31.5,48.8,Canh bao cao,Khong
31.4,74.5,30.1,64.8,Can trong,Khong
40.9,94.7,39.9,100,Nguy hiem,Khong
32.1,80.1,33,88.5,Nguy hiem,Khong
23.9,73.7,22.4,82.8,An toan,Khong
39,30.9,38.2,38.5,Canh bao cao,Khong
30.5,41.9,32.2,35.5,Can trong,Khong
36.7,80.7,36.2,73.5,Nguy hiem,Khong
